"";"ICD-10";"PQI_num";"PQI_lab";"ICD-10-label";"Classification";"PQI_Composite";"Composite_label"
"1129";"E103521";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye";"ACSLEAD";NA;NA
"1130";"Q6474";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Double urethra";"KIDNEY";"PQI_91";"Prevention_Quality_Acute_Composite"
"1131";"Q6474";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Double urethra";"KIDNEY";"PQI_90";"Prevention_Quality_Overall_Composite"
"1132";"E103513";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral";"ACDIALD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1133";"E103513";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral";"ACDIALD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1134";"E103513";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral";"ACDIALD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1135";"E103513";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1136";"E103513";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1137";"E103513";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1138";"E113521";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye";"ACDIALD";NA;NA
"1139";"E113521";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye";"ACSLEAD";NA;NA
"1140";"Q6210";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Congenital occlusion of ureter, unspecified";"KIDNEY";"PQI_91";"Prevention_Quality_Acute_Composite"
"1141";"Q6210";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Congenital occlusion of ureter, unspecified";"KIDNEY";"PQI_90";"Prevention_Quality_Overall_Composite"
"1142";"E11641";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with hypoglycemia with coma";"ACDIASD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1143";"E11641";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with hypoglycemia with coma";"ACDIASD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1144";"E11641";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with hypoglycemia with coma";"ACDIASD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1145";"E11641";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with hypoglycemia with coma";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1146";"E11641";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with hypoglycemia with coma";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1147";"E11641";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with hypoglycemia with coma";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1148";"E103522";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye";"ACDIALD";NA;NA
"1149";"E103522";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye";"ACSLEAD";NA;NA
"1150";"Q6475";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Double urinary meatus";"KIDNEY";"PQI_91";"Prevention_Quality_Acute_Composite"
"1151";"Q6475";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Double urinary meatus";"KIDNEY";"PQI_90";"Prevention_Quality_Overall_Composite"
"1152";"E103519";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye";"ACDIALD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1153";"E103519";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye";"ACDIALD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1154";"E103519";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye";"ACDIALD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1155";"E103519";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1156";"E103519";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1157";"E103519";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1158";"E113522";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye";"ACDIALD";NA;NA
"1159";"E113522";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye";"ACSLEAD";NA;NA
"1160";"Q6211";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Congenital occlusion of ureteropelvic junction";"KIDNEY";"PQI_91";"Prevention_Quality_Acute_Composite"
"1161";"Q6211";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Congenital occlusion of ureteropelvic junction";"KIDNEY";"PQI_90";"Prevention_Quality_Overall_Composite"
"1162";"E11649";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with hypoglycemia without coma";"ACDIAUD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1163";"E11649";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with hypoglycemia without coma";"ACDIAUD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1164";"E11649";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with hypoglycemia without coma";"ACDIAUD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1165";"E11649";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with hypoglycemia without coma";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1166";"E11649";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with hypoglycemia without coma";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1167";"E11649";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with hypoglycemia without coma";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1168";"E103523";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral";"ACDIALD";NA;NA
"1169";"E103523";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral";"ACSLEAD";NA;NA
"1170";"Q6479";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Other congenital malformations of bladder and urethra";"KIDNEY";"PQI_91";"Prevention_Quality_Acute_Composite"
"1171";"Q6479";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Other congenital malformations of bladder and urethra";"KIDNEY";"PQI_90";"Prevention_Quality_Overall_Composite"
"1172";"E103521";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye";"ACDIALD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1173";"E103521";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye";"ACDIALD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1174";"E103521";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye";"ACDIALD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1175";"E103521";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1176";"E103521";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1177";"E103521";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1178";"E113523";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral";"ACDIALD";NA;NA
"1179";"E113523";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral";"ACSLEAD";NA;NA
"1180";"Q6212";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Congenital occlusion of ureterovesical orifice";"KIDNEY";"PQI_91";"Prevention_Quality_Acute_Composite"
"1181";"Q6212";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Congenital occlusion of ureterovesical orifice";"KIDNEY";"PQI_90";"Prevention_Quality_Overall_Composite"
"1182";"E1165";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with hyperglycemia";"ACDIAUD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1183";"E1165";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with hyperglycemia";"ACDIAUD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1184";"E1165";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with hyperglycemia";"ACDIAUD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1185";"E1165";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with hyperglycemia";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1186";"E1165";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with hyperglycemia";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1187";"E1165";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with hyperglycemia";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1188";"E103529";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye";"ACDIALD";NA;NA
"1189";"E103529";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye";"ACSLEAD";NA;NA
"1190";"Q648";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Other specified congenital malformations of urinary system";"KIDNEY";"PQI_91";"Prevention_Quality_Acute_Composite"
"1191";"Q648";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Other specified congenital malformations of urinary system";"KIDNEY";"PQI_90";"Prevention_Quality_Overall_Composite"
"1192";"E103522";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye";"ACDIALD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1193";"E103522";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye";"ACDIALD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1194";"E103522";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye";"ACDIALD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1195";"E103522";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1196";"E103522";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1197";"E103522";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1198";"E113529";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye";"ACDIALD";NA;NA
"1199";"E113529";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye";"ACSLEAD";NA;NA
"1200";"Q622";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Congenital megaureter";"KIDNEY";"PQI_91";"Prevention_Quality_Acute_Composite"
"1201";"Q622";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Congenital megaureter";"KIDNEY";"PQI_90";"Prevention_Quality_Overall_Composite"
"1202";"E1169";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with other specified complication";"ACDIALD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1203";"E1169";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with other specified complication";"ACDIALD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1204";"E1169";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with other specified complication";"ACDIALD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1205";"E1169";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with other specified complication";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1206";"E1169";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with other specified complication";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1207";"E1169";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with other specified complication";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1208";"E103531";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye";"ACDIALD";NA;NA
"1209";"E103531";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye";"ACSLEAD";NA;NA
"1210";"Q649";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Congenital malformation of urinary system, unspecified";"KIDNEY";"PQI_91";"Prevention_Quality_Acute_Composite"
"1211";"Q649";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Congenital malformation of urinary system, unspecified";"KIDNEY";"PQI_90";"Prevention_Quality_Overall_Composite"
"1212";"E103523";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral";"ACDIALD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1213";"E103523";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral";"ACDIALD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1214";"E103523";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral";"ACDIALD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1215";"E103523";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1216";"E103523";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1217";"E103523";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1218";"E113531";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye";"ACDIALD";NA;NA
"1219";"E113531";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye";"ACSLEAD";NA;NA
"1220";"E118";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with unspecified complications";"ACDIALD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1221";"E118";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with unspecified complications";"ACDIALD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1222";"E118";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with unspecified complications";"ACDIALD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1223";"E118";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with unspecified complications";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1224";"E118";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with unspecified complications";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1225";"E118";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with unspecified complications";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1226";"E103532";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye";"ACDIALD";NA;NA
"1227";"E103532";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye";"ACSLEAD";NA;NA
"1228";"E103529";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye";"ACDIALD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1229";"E103529";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye";"ACDIALD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1230";"E103529";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye";"ACDIALD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1231";"E103529";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1232";"E103529";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1233";"E103529";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1234";"E113532";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye";"ACDIALD";NA;NA
"1235";"E113532";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye";"ACSLEAD";NA;NA
"1236";"E119";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus without complications";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1237";"E119";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus without complications";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1238";"E119";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus without complications";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1239";"E103533";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral";"ACDIALD";NA;NA
"1240";"E103533";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral";"ACSLEAD";NA;NA
"1241";"E103531";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye";"ACDIALD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1242";"E103531";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye";"ACDIALD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1243";"E103531";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye";"ACDIALD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1244";"E103531";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1245";"E103531";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1246";"E103531";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1247";"E113533";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral";"ACDIALD";NA;NA
"1248";"E113533";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral";"ACSLEAD";NA;NA
"1249";"E1300";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Other specified diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC)";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1250";"E1300";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Other specified diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC)";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1251";"E1300";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Other specified diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC)";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1252";"E103539";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye";"ACDIALD";NA;NA
